500 2 2.5 10
60 23.363636 -15.454545 1.090909 -15.454545
61 28.090910 -39.818180 -0.363636 -38.272728
62 15.181818 -32.636364 21.818182 -2.363636
63 38.000000 -24.272728 37.272728 47.818180
64 -38.545456 3.363636 38.545456 31.727272
65 -6.363636 49.272728 26.272728 32.545456
66 -26.000000 44.363636 18.363636 33.727272
67 -27.909090 -19.818182 -23.181818 -40.727272
68 14.818182 28.000000 7.636364 6.727273
69 38.181820 -42.636364 18.454546 17.272728
70 -25.272728 -9.636364 -35.090908 -37.272728
71 29.909090 -47.818180 -25.636364 -44.818180
72 5.545455 -37.090908 -49.181820 49.181820
73 -23.909090 27.090910 45.545456 0.090909
74 35.272728 13.909091 -2.363636 -28.818182
75 -42.000000 24.454546 -5.727273 36.636364
76 16.272728 -48.090908 -6.636364 4.545455
77 -26.909090 -24.272728 -28.181818 11.727273
78 29.909090 0.545455 24.454546 23.636364
79 16.545454 48.909092 28.909090 -14.090909
80 -24.363636 29.727272 -1.090909 1.727273
81 20.636364 -5.545455 -34.363636 5.909091
82 -27.818182 13.272727 27.090910 -19.818182
83 -12.181818 -28.636364 -33.181820 -32.090908
84 -12.909091 24.090910 22.454546 10.272727
85 -36.363636 -41.909092 -28.000000 43.545456
86 22.454546 -39.727272 31.000000 -11.000000
87 -27.000000 9.909091 24.909090 -1.272727
88 3.454545 -26.181818 -49.545456 -25.909090
89 32.090908 -33.818180 43.818180 -45.636364
90 43.272728 20.909090 -1.636364 -18.909090
91 -43.909092 29.090910 12.909091 -6.727273
92 3.181818 -14.636364 -32.636364 30.636364
93 7.363636 -10.636364 38.000000 -6.363636
94 -0.363636 19.000000 32.727272 22.727272
95 -21.000000 21.454546 -14.727273 46.272728
96 -40.818180 -14.272727 -29.545454 -44.909092
97 15.727273 -35.727272 -40.545456 9.090909
98 49.090908 21.727272 -46.000000 -44.818180
99 0.818182 16.909090 12.272727 -32.181820
100 -33.818180 29.636364 48.454544 37.363636
101 -17.181818 36.454544 -5.181818 32.545456
102 5.454545 -8.636364 19.090910 48.272728
103 -37.090908 -45.636364 44.636364 -14.090909
104 3.909091 -21.090910 -9.000000 -16.454546
105 -6.818182 14.363636 -43.545456 6.090909
106 -0.090909 -25.727272 25.181818 -49.272728
107 -44.909092 1.272727 -31.454546 -28.727272
108 -19.000000 -33.000000 -27.545454 13.818182
109 -32.727272 31.090910 10.181818 36.545456
110 -27.454546 -6.909091 34.909092 -0.727273
111 -2.545455 43.363636 35.181820 -48.545456
112 -27.727272 -10.000000 -15.000000 29.272728
113 -31.818182 5.272727 -14.545455 31.909090
114 29.545454 -25.545454 32.636364 34.636364
115 25.727272 -48.818180 -30.272728 -43.272728
116 -18.000000 -7.818182 34.454544 13.090909
117 -26.636364 8.454545 -0.272727 9.727273
118 -48.363636 -1.545455 -41.000000 -0.909091
119 -8.181818 -42.000000 14.363636 27.909090
120 -2.000000 -36.818180 7.181818 30.090910
121 18.454546 -43.545456 12.000000 -1.909091
122 -19.090910 8.545455 -17.272728 -43.272728
123 23.545454 16.363636 -22.727272 -30.545454
124 -41.454544 -24.454546 32.545456 -4.272727
125 34.090908 -3.909091 -30.727272 49.545456
126 44.545456 -21.727272 12.454545 0.181818
127 -13.727273 -23.090910 -21.909090 48.181820
128 3.909091 49.181820 42.090908 -13.727273
129 -44.363636 17.909090 48.181820 0.454545
130 -23.545454 -5.272727 21.000000 -49.909092
131 -38.909092 48.272728 -16.636364 -16.454546
132 -12.272727 -34.090908 43.090908 -14.363636
133 12.090909 -37.545456 -14.818182 20.454546
134 -9.272727 47.636364 -29.272728 40.909092
135 -11.636364 -1.181818 39.090908 -43.818180
136 -2.000000 31.181818 -7.545455 3.727273
137 12.909091 4.454545 -32.000000 39.454544
138 49.181820 39.000000 -46.636364 -39.636364
139 -48.909092 -13.272727 -6.090909 -11.181818
140 16.454546 0.818182 24.454546 -21.454546
141 13.272727 -40.363636 49.090908 -32.090908
142 -28.818182 -30.181818 -41.181820 23.363636
143 18.636364 47.909092 29.545454 -19.454546
144 42.909092 -14.181818 48.090908 5.818182
145 40.272728 -33.909092 9.090909 39.545456
146 -44.909092 26.272728 -36.272728 -43.818180
147 -37.000000 7.636364 -4.909091 29.545454
148 -27.727272 -16.636364 -28.090910 35.636364
149 -6.909091 -29.000000 -46.454544 28.090910
150 4.636364 -23.818182 1.454545 -12.818182
151 -12.090909 -18.909090 17.727272 -19.181818
152 30.727272 29.636364 -49.545456 21.090910
153 45.727272 23.454546 10.636364 -35.363636
154 -0.272727 24.363636 -15.363636 12.818182
155 -4.181818 43.545456 6.181818 18.090910
156 -23.000000 28.090910 17.545454 33.909092
157 -37.000000 34.909092 12.000000 31.454546
158 -38.909092 -22.727272 -31.363636 -1.000000
159 22.181818 -49.818180 43.636364 3.000000
160 43.636364 -42.000000 -25.909090 39.363636
161 31.454546 34.727272 -32.181820 -5.000000
162 22.909090 2.545455 -42.181820 -17.454546
163 -3.909091 27.818182 -35.545456 36.909092
164 19.818182 32.090908 20.818182 32.818180
165 30.818182 -3.363636 28.090910 42.000000
166 24.000000 -39.363636 4.818182 -3.818182
167 -39.181820 -1.454545 49.181820 -45.454544
168 6.545455 -12.909091 -42.272728 1.818182
169 -28.181818 -24.363636 46.818180 -41.454544
170 42.000000 -31.454546 4.909091 1.909091
171 46.363636 19.454546 -11.090909 16.181818
172 15.363636 -26.454546 12.818182 -3.818182
173 20.272728 -9.000000 -11.818182 8.090909
174 1.636364 43.090908 -45.727272 26.272728
175 5.454545 -32.636364 44.636364 -38.000000
176 4.454545 -33.727272 13.818182 40.181820
177 -8.090909 24.454546 -37.454544 -2.272727
178 43.000000 17.545454 49.636364 39.454544
179 -13.000000 -11.454545 19.454546 -47.636364
180 12.181818 -3.818182 -1.454545 -3.727273
181 37.181820 -49.363636 -45.636364 2.636364
182 -42.454544 -27.545454 -7.272727 13.000000
183 -10.181818 -12.545455 25.000000 -41.818180
184 3.727273 2.636364 48.363636 -40.545456
185 -22.909090 -25.272728 7.181818 -16.000000
186 42.272728 20.636364 -12.727273 -20.727272
187 -26.909090 -43.272728 -4.545455 35.272728
188 16.727272 -42.090908 -4.636364 17.727272
189 -27.636364 -0.272727 -29.636364 -20.090910
190 36.000000 13.181818 42.909092 -24.090910
191 -35.545456 31.727272 -2.090909 18.181818
192 -1.818182 10.090909 41.454544 39.090908
193 34.818180 12.454545 -26.909090 27.181818
194 -16.909090 10.363636 -29.727272 6.181818
195 31.000000 29.636364 5.272727 -2.272727
196 37.545456 -49.363636 -34.454544 -40.090908
197 0.363636 -0.272727 3.636364 -13.545455
198 -23.272728 -3.454545 26.181818 -8.818182
199 -7.909091 -12.090909 -40.636364 40.272728
200 48.000000 -35.363636 43.181820 32.818180
201 27.090910 -19.818182 23.818182 -39.727272
202 40.545456 -42.000000 16.454546 35.363636
203 37.636364 -28.181818 -3.000000 39.000000
204 -13.727273 26.363636 -37.272728 -49.454544
205 -10.090909 16.363636 0.818182 16.727272
206 -23.272728 -23.000000 -42.090908 32.636364
207 28.727272 -18.818182 36.727272 26.727272
208 -4.181818 29.909090 23.363636 -27.000000
209 -39.909092 -2.727273 -16.727272 -35.454544
210 19.090910 -36.454544 -36.272728 6.727273
211 -0.818182 10.727273 9.545455 35.545456
212 0.909091 36.090908 36.090908 40.909092
213 16.272728 -13.090909 7.636364 43.000000
214 27.727272 15.545455 39.454544 6.454545
215 -39.454544 26.181818 -3.000000 6.454545
216 19.909090 -29.636364 29.454546 43.909092
217 31.454546 -37.272728 -41.545456 0.545455
218 -9.909091 -14.000000 -28.909090 39.363636
219 -39.363636 30.636364 24.909090 11.545455
220 16.727272 11.000000 16.272728 -17.000000
221 -38.272728 -26.090910 -10.181818 39.454544
222 -46.636364 -20.727272 9.727273 -36.090908
223 -30.727272 -43.272728 20.363636 39.272728
224 -22.909090 13.636364 33.181820 -41.363636
225 40.181820 -44.545456 9.181818 -19.636364
226 -8.545455 30.363636 -30.272728 2.090909
227 24.818182 -41.545456 -22.454546 5.454545
228 33.272728 43.818180 38.454544 45.000000
229 -32.181820 -7.818182 48.272728 -15.000000
230 21.454546 8.000000 12.727273 -45.363636
231 28.545454 -16.818182 43.909092 -44.363636
232 46.818180 27.090910 -21.909090 -49.090908
233 46.363636 -48.818180 -18.727272 -12.181818
234 45.363636 14.818182 -46.181820 20.181818
235 23.272728 -18.636364 -24.363636 6.545455
236 -24.818182 -22.000000 15.363636 6.818182
237 20.181818 27.454546 41.818180 5.454545
238 -0.727273 18.454546 10.090909 -22.181818
239 -48.363636 17.818182 -2.727273 -37.727272
240 -5.090909 25.454546 -36.818180 5.090909
241 40.454544 8.272727 43.000000 35.818180
242 -26.909090 46.818180 19.818182 -39.818180
243 -8.000000 -40.636364 30.545454 17.181818
244 -12.636364 9.727273 -12.090909 -28.636364
245 -12.818182 -6.454545 40.636364 36.454544
246 -38.000000 14.636364 -35.727272 -22.545454
247 -17.545454 11.636364 -10.181818 41.272728
248 0.909091 16.818182 -3.636364 -8.636364
249 -11.000000 -10.636364 -9.000000 25.909090
250 0.000000 -39.181820 36.181820 -44.181820
251 -29.818182 16.727272 23.090910 21.363636
252 -23.454546 -25.181818 -43.454544 27.545454
253 18.363636 47.272728 14.090909 44.272728
254 11.909091 28.363636 -28.272728 44.363636
255 3.818182 25.363636 35.636364 -45.272728
256 6.090909 -4.090909 -3.909091 45.090908
257 49.090908 37.090908 21.000000 -0.818182
258 -38.181820 21.000000 5.000000 -4.181818
259 1.636364 -8.090909 -32.727272 42.000000
260 30.545454 -12.363636 19.545454 -1.000000
261 -1.272727 -16.363636 -6.727273 -39.363636
262 -24.090910 28.818182 -31.090910 29.727272
263 4.272727 -31.636364 48.363636 -39.636364
264 14.272727 8.272727 -30.727272 13.454545
265 -4.545455 40.272728 -23.545454 21.090910
266 25.181818 45.272728 -33.090908 -23.181818
267 1.090909 -2.000000 -31.181818 -18.363636
268 35.727272 38.363636 44.454544 -15.545455
269 -14.090909 1.545455 9.000000 11.818182
270 -19.545454 41.727272 5.363636 34.727272
271 -39.909092 3.727273 -41.090908 38.272728
272 -37.909092 -21.818182 15.545455 21.363636
273 -17.727272 -44.181820 -7.545455 -42.545456
274 -48.909092 23.181818 -15.727273 2.181818
275 -28.727272 16.909090 47.727272 -29.181818
276 19.181818 42.181820 5.272727 -44.909092
277 -6.181818 -21.909090 16.909090 24.272728
278 -30.181818 -13.909091 22.818182 -6.181818
279 39.909092 45.545456 -4.090909 -48.000000
280 -26.272728 -38.545456 23.363636 19.818182
281 -18.909090 -34.181820 27.363636 -17.818182
282 -47.181820 -24.545454 48.272728 -25.909090
283 -43.727272 -40.181820 -5.090909 25.454546
284 -48.000000 -35.909092 30.545454 9.636364
285 6.000000 11.272727 -2.272727 39.727272
286 47.363636 -29.454546 -16.454546 -48.909092
287 -33.909092 29.454546 -46.909092 3.636364
288 -45.272728 26.454546 -12.636364 -14.181818
289 -43.909092 -21.454546 31.818182 -41.000000
290 4.000000 43.909092 -3.090909 24.090910
291 -46.272728 -44.272728 -0.454545 -44.181820
292 -16.363636 -6.090909 29.272728 39.636364
293 -31.000000 -22.909090 29.363636 -19.727272
294 -2.363636 -23.272728 -18.636364 27.636364
295 -30.000000 -15.454545 -4.909091 -11.454545
296 -25.181818 32.454544 38.181820 -5.181818
297 -39.000000 20.090910 17.636364 28.909090
298 27.818182 -21.636364 3.000000 31.636364
299 -15.909091 -33.545456 -48.727272 31.545454
300 24.181818 30.545454 35.090908 43.272728
301 -42.363636 14.454545 -12.636364 19.181818
302 -44.909092 18.727272 10.636364 -11.090909
303 -32.909092 -44.272728 27.545454 5.818182
304 -47.909092 15.727273 -49.363636 -23.090910
305 -0.363636 32.090908 -44.181820 -22.454546
306 -39.545456 22.727272 -27.000000 -5.363636
307 -47.000000 -25.727272 -23.818182 27.181818
308 -45.181820 -38.727272 34.272728 -23.636364
309 39.636364 -14.545455 45.545456 -41.454544
310 -45.727272 20.000000 -2.545455 -14.818182
311 39.545456 -11.181818 41.000000 41.636364
312 -31.545454 -44.545456 -31.363636 18.090910
313 37.545456 -11.727273 -40.545456 48.090908
314 -25.181818 -17.545454 6.545455 -22.181818
315 6.727273 46.545456 -31.090910 25.454546
316 -28.272728 -46.818180 -48.181820 -24.818182
317 2.545455 -38.818180 -2.454545 6.818182
318 31.181818 -41.181820 -44.181820 20.727272
319 -2.272727 -39.272728 26.272728 16.181818
320 -33.818180 -41.272728 -15.727273 -32.363636
321 -3.000000 -6.181818 -34.272728 21.909090
322 26.272728 36.090908 -36.454544 -3.090909
323 46.454544 -17.545454 -27.636364 -18.000000
324 -0.454545 -12.000000 7.181818 -47.909092
325 -0.818182 -45.272728 22.727272 -5.818182
326 -36.363636 28.545454 -21.272728 25.181818
327 39.272728 -45.000000 -8.636364 -30.636364
328 -36.272728 39.454544 -13.000000 24.636364
329 -2.909091 16.545454 10.363636 -12.727273
330 16.454546 37.727272 34.181820 12.909091
331 -29.727272 -29.636364 45.000000 33.636364
332 8.363636 16.000000 49.545456 -42.454544
333 34.636364 22.272728 15.545455 48.272728
334 14.636364 44.272728 37.272728 17.818182
335 49.363636 -21.363636 -49.000000 -23.090910
336 -18.090910 -12.000000 -34.636364 29.090910
337 -31.636364 39.545456 -33.636364 34.818180
338 27.363636 -35.636364 -2.272727 -38.545456
339 -15.272727 6.545455 45.090908 43.090908
340 -27.363636 -41.545456 -35.545456 -42.727272
341 30.727272 30.000000 -30.636364 9.181818
342 24.272728 -43.363636 -9.181818 37.454544
343 -0.909091 -8.181818 -21.727272 31.000000
344 43.636364 -6.363636 23.909090 -38.000000
345 -16.727272 -45.909092 46.818180 -39.363636
346 -31.545454 8.454545 -27.909090 3.181818
347 -35.000000 -19.000000 10.090909 1.454545
348 -10.545455 24.545454 8.727273 -16.000000
349 4.545455 28.090910 -43.000000 -7.272727
350 48.545456 11.727273 -19.818182 -2.363636
351 -32.636364 8.454545 -7.454545 -38.909092
352 -34.000000 -19.727272 -13.090909 13.090909
353 -15.545455 -2.363636 23.727272 2.909091
354 -43.909092 -40.363636 -30.000000 -15.090909
355 4.454545 30.090910 36.454544 -42.272728
356 18.545454 9.000000 -8.272727 -13.090909
357 -12.818182 12.545455 43.454544 -0.454545
358 -25.727272 -26.272728 -38.909092 -8.272727
359 46.000000 17.454546 16.636364 -24.181818
360 47.727272 -46.454544 38.909092 -17.818182
361 1.181818 26.454546 49.000000 21.090910
362 49.909092 -31.000000 -43.909092 4.363636
363 -37.090908 -43.636364 25.909090 45.272728
364 15.363636 -32.363636 -3.909091 -33.636364
365 44.090908 -10.454545 16.000000 -17.818182
366 13.272727 27.090910 23.909090 23.181818
367 -5.454545 4.363636 -37.181820 6.090909
368 8.000000 -48.181820 38.363636 -27.000000
369 28.272728 37.363636 44.181820 42.090908
370 -29.818182 -35.909092 10.272727 -3.090909
371 -15.727273 -13.727273 -7.727273 49.636364
372 17.727272 38.363636 -33.909092 11.818182
373 -22.090910 45.909092 44.090908 -44.909092
374 36.818180 31.818182 42.090908 -4.818182
375 -13.727273 -45.090908 -48.727272 -41.909092
376 -29.454546 39.636364 -18.909090 -37.272728
377 40.818180 -10.909091 -45.181820 -25.181818
378 17.000000 15.090909 21.818182 -48.727272
379 -48.636364 -22.090910 -35.181820 19.181818
380 -19.909090 -5.272727 -5.181818 21.818182
381 -9.363636 2.727273 40.727272 -8.727273
382 -15.363636 32.818180 -49.727272 20.909090
383 -48.363636 -48.454544 42.818180 -27.818182
384 -44.909092 -26.090910 -15.090909 -40.272728
385 26.909090 -10.272727 -15.363636 -6.090909
386 -31.272728 -29.727272 9.090909 -29.909090
387 -1.818182 23.909090 -46.909092 28.272728
388 -17.545454 11.818182 13.909091 36.909092
389 -35.454544 4.727273 -21.818182 -0.818182
390 1.363636 -21.545454 -16.090910 3.000000
391 -6.181818 -23.272728 39.090908 -1.090909
392 14.545455 -26.000000 8.727273 -8.545455
393 27.636364 -42.818180 49.181820 46.363636
394 -22.545454 8.272727 -19.727272 25.636364
395 -4.000000 -16.545454 17.727272 28.454546
396 -40.909092 -4.545455 15.363636 -26.363636
397 -49.818180 -42.636364 36.727272 15.454545
398 -14.181818 -29.363636 -31.545454 29.727272
399 11.272727 -42.454544 -7.545455 -24.181818
400 -4.545455 -35.000000 31.090910 -26.909090
401 -27.818182 30.272728 -16.727272 -0.363636
402 2.454545 13.545455 -10.909091 48.454544
403 -39.181820 -29.363636 40.818180 -30.090910
404 16.181818 6.181818 -6.363636 30.181818
405 13.636364 -19.636364 -4.363636 -36.727272
406 14.818182 28.000000 -43.181820 -23.909090
407 49.363636 -0.636364 15.727273 -5.181818
408 14.363636 -3.181818 31.727272 -49.545456
409 -9.000000 -35.000000 13.909091 43.454544
410 42.454544 -46.909092 41.909092 -46.727272
411 -26.272728 32.727272 -12.909091 -46.272728
412 2.818182 44.545456 34.000000 -19.727272
413 -11.272727 -6.545455 -6.454545 -46.454544
414 -28.545454 0.454545 -6.454545 -29.090910
415 -36.363636 -40.727272 29.545454 41.818180
416 20.000000 11.363636 42.272728 -39.000000
417 26.363636 6.272727 -45.545456 32.636364
418 23.181818 -39.818180 36.000000 -39.272728
419 -43.181820 -13.090909 -35.454544 23.454546
420 -18.545454 -37.636364 -46.272728 20.181818
421 5.818182 -2.727273 37.545456 41.181820
422 -38.454544 -5.090909 -37.909092 -11.000000
423 18.090910 41.636364 -19.090910 -11.909091
424 16.818182 -13.000000 12.909091 7.090909
425 43.272728 17.363636 -10.272727 30.272728
426 41.363636 -10.454545 41.090908 -38.000000
427 26.454546 -30.545454 35.454544 -42.090908
428 -18.181818 39.181820 41.909092 -48.545456
429 0.363636 43.363636 -43.545456 25.727272
430 -11.727273 -31.454546 -35.181820 -43.636364
431 -25.909090 9.545455 8.272727 40.909092
432 46.545456 -28.818182 -2.000000 39.909092
433 -47.636364 -48.363636 34.000000 -42.363636
434 -8.818182 25.090910 -30.363636 -32.272728
435 44.545456 -44.818180 -10.545455 -9.818182
436 -41.818180 -18.545454 5.545455 22.363636
437 -25.181818 12.000000 -1.818182 26.909090
438 44.454544 26.818182 33.363636 -31.454546
439 -13.636364 5.454545 -26.727272 -17.090910
440 26.727272 35.181820 -13.363636 42.909092
441 36.818180 -29.272728 -49.454544 -22.000000
442 45.818180 -15.909091 9.545455 -45.727272
443 3.090909 49.090908 8.272727 11.272727
444 -19.454546 -36.181820 -16.272728 19.181818
445 25.909090 45.727272 -3.909091 34.181820
446 22.545454 -6.727273 -33.454544 -27.272728
447 -37.363636 -10.181818 5.636364 39.363636
448 -11.181818 42.363636 46.090908 -10.545455
449 -23.090910 -39.454544 17.545454 -13.454545
450 -5.363636 -9.090909 -9.181818 47.727272
451 -10.000000 49.181820 22.818182 34.363636
452 -23.181818 -29.636364 17.363636 -33.454544
453 -33.909092 -36.454544 -49.272728 -47.545456
454 20.636364 -32.727272 -24.818182 33.272728
455 21.000000 44.727272 36.454544 -40.181820
456 -49.090908 46.454544 -0.636364 -22.181818
457 -43.000000 -19.272728 14.363636 1.636364
458 21.636364 -30.909090 13.181818 -38.272728
459 -17.909090 -14.000000 -40.090908 8.909091
460 20.272728 27.363636 25.545454 36.363636
461 -45.272728 40.090908 -47.272728 25.363636
462 -42.545456 -8.272727 22.545454 28.454546
463 -13.545455 22.818182 38.272728 -12.636364
464 19.272728 1.454545 15.181818 26.272728
465 32.181820 -6.545455 -8.272727 17.727272
466 12.545455 -31.272728 43.272728 -41.545456
467 18.636364 -46.818180 17.363636 -11.090909
468 30.545454 6.727273 -10.909091 35.272728
469 10.727273 -8.181818 24.545454 18.181818
470 33.636364 10.909091 10.454545 -16.090910
471 -16.272728 12.545455 21.363636 -46.909092
472 -35.909092 0.363636 43.181820 -39.909092
473 43.818180 -1.181818 27.818182 20.181818
474 17.545454 21.090910 28.636364 0.000000
475 24.363636 9.909091 38.909092 18.727272
476 -33.363636 -21.909090 17.909090 41.181820
477 33.727272 -7.545455 9.363636 31.181818
478 -46.636364 -16.363636 -34.818180 0.909091
479 46.272728 36.545456 17.818182 -25.818182
480 -13.090909 11.090909 -15.727273 -19.181818
481 -26.272728 -24.000000 -49.000000 -44.909092
482 -39.090908 43.545456 5.181818 35.272728
483 3.454545 7.909091 17.909090 33.909092
484 36.000000 -14.181818 25.181818 33.636364
485 28.272728 -1.636364 14.818182 45.454544
486 32.090908 30.000000 -3.636364 42.181820
487 16.545454 -35.727272 -33.636364 -32.636364
488 39.181820 14.454545 -1.818182 -23.272728
489 40.454544 13.000000 -18.181818 -48.545456
490 20.363636 -49.181820 -49.454544 -26.181818
491 8.818182 18.454546 -42.181820 -5.181818
492 -31.909090 33.000000 -21.545454 -39.818180
493 -4.818182 43.363636 -44.363636 -22.727272
494 37.181820 15.909091 -30.545454 3.818182
495 44.000000 -0.363636 21.181818 47.000000
496 -35.818180 -16.818182 -26.272728 -31.545454
497 -40.000000 19.363636 -16.272728 30.454546
498 20.272728 -1.818182 -45.727272 -20.909090
499 -33.363636 -24.090910 37.727272 -1.363636
